GDD,Date,Site,Day,Id_plante,Id_talle,Id_rang,Organ,Length
12.0,2018-11-16,treatment_1,4,1,0,1,internode,0.0
12.0,2018-11-16,treatment_1,4,2,0,1,limb,0.0123541626407
12.0,2018-11-16,treatment_1,4,2,0,1,sheath,0.000342818490544
12.0,2018-11-16,treatment_1,4,2,0,1,internode,0.0
12.0,2018-11-16,treatment_1,4,3,0,1,limb,0.0123541626407
12.0,2018-11-16,treatment_1,4,3,0,1,sheath,0.000342818490544
12.0,2018-11-16,treatment_1,4,3,0,1,internode,0.0
16.0,2018-11-17,treatment_1,5,0,0,1,limb,0.0487865840102
16.0,2018-11-17,treatment_1,5,0,0,1,sheath,0.001353790101
16.0,2018-11-17,treatment_1,5,0,0,1,internode,0.0
16.0,2018-11-17,treatment_1,5,1,0,1,limb,0.0487865840102
16.0,2018-11-17,treatment_1,5,1,0,1,sheath,0.001353790101
16.0,2018-11-17,treatment_1,5,1,0,1,internode,0.0
16.0,2018-11-17,treatment_1,5,2,0,1,limb,0.0487865840102
16.0,2018-11-17,treatment_1,5,2,0,1,sheath,0.001353790101
16.0,2018-11-17,treatment_1,5,2,0,1,internode,0.0
16.0,2018-11-17,treatment_1,5,3,0,1,limb,0.0487865840102
16.0,2018-11-17,treatment_1,5,3,0,1,sheath,0.001353790101
16.0,2018-11-17,treatment_1,5,3,0,1,internode,0.0
20.0,2018-11-18,treatment_1,6,0,0,1,limb,0.134997599072
20.0,2018-11-18,treatment_1,6,0,0,1,sheath,0.00374607931648
20.0,2018-11-18,treatment_1,6,0,0,1,internode,0.0
20.0,2018-11-18,treatment_1,6,1,0,1,limb,0.134997599072
20.0,2018-11-18,treatment_1,6,1,0,1,sheath,0.00374607931648
20.0,2018-11-18,treatment_1,6,1,0,1,internode,0.0
20.0,2018-11-18,treatment_1,6,2,0,1,limb,0.134997599072
20.0,2018-11-18,treatment_1,6,2,0,1,sheath,0.00374607931648
20.0,2018-11-18,treatment_1,6,2,0,1,internode,0.0
20.0,2018-11-18,treatment_1,6,3,0,1,limb,0.134997599072
20.0,2018-11-18,treatment_1,6,3,0,1,sheath,0.00374607931648
20.0,2018-11-18,treatment_1,6,3,0,1,internode,0.0
24.0,2018-11-19,treatment_1,7,0,0,1,limb,0.302220245628
24.0,2018-11-19,treatment_1,7,0,0,1,sheath,0.00838637886122
24.0,2018-11-19,treatment_1,7,0,0,1,internode,0.0
24.0,2018-11-19,treatment_1,7,1,0,1,limb,0.302220245628
24.0,2018-11-19,treatment_1,7,1,0,1,sheath,0.00838637886122
24.0,2018-11-19,treatment_1,7,1,0,1,internode,0.0
24.0,2018-11-19,treatment_1,7,2,0,1,limb,0.302220245628
24.0,2018-11-19,treatment_1,7,2,0,1,sheath,0.00838637886122
24.0,2018-11-19,treatment_1,7,2,0,1,internode,0.0
24.0,2018-11-19,treatment_1,7,3,0,1,limb,0.302220245628
24.0,2018-11-19,treatment_1,7,3,0,1,sheath,0.00838637886122
24.0,2018-11-19,treatment_1,7,3,0,1,internode,0.0
28.0,2018-11-20,treatment_1,8,0,0,1,limb,0.587598290428
28.0,2018-11-20,treatment_1,8,0,0,1,sheath,0.0163053996316
28.0,2018-11-20,treatment_1,8,0,0,1,internode,0.0
28.0,2018-11-20,treatment_1,8,1,0,1,limb,0.587598290428
28.0,2018-11-20,treatment_1,8,1,0,1,sheath,0.0163053996316
28.0,2018-11-20,treatment_1,8,1,0,1,internode,0.0
28.0,2018-11-20,treatment_1,8,2,0,1,limb,0.587598290428
28.0,2018-11-20,treatment_1,8,2,0,1,sheath,0.0163053996316
28.0,2018-11-20,treatment_1,8,2,0,1,internode,0.0
28.0,2018-11-20,treatment_1,8,3,0,1,limb,0.587598290428
28.0,2018-11-20,treatment_1,8,3,0,1,sheath,0.0163053996316
28.0,2018-11-20,treatment_1,8,3,0,1,internode,0.0
32.0,2018-11-21,treatment_1,9,0,0,1,limb,1.03289711465
32.0,2018-11-21,treatment_1,9,0,0,1,sheath,0.0286620987623
32.0,2018-11-21,treatment_1,9,0,0,1,internode,0.0
32.0,2018-11-21,treatment_1,9,1,0,1,limb,1.03289711465
32.0,2018-11-21,treatment_1,9,1,0,1,sheath,0.0286620987623
32.0,2018-11-21,treatment_1,9,1,0,1,internode,0.0
32.0,2018-11-21,treatment_1,9,2,0,1,limb,1.03289711465
32.0,2018-11-21,treatment_1,9,2,0,1,sheath,0.0286620987623
32.0,2018-11-21,treatment_1,9,2,0,1,internode,0.0
32.0,2018-11-21,treatment_1,9,3,0,1,limb,1.03289711465
32.0,2018-11-21,treatment_1,9,3,0,1,sheath,0.0286620987623
32.0,2018-11-21,treatment_1,9,3,0,1,internode,0.0
36.0,2018-11-22,treatment_1,10,0,0,1,limb,1.68309911925
36.0,2018-11-22,treatment_1,10,0,0,1,sheath,0.0467047032063
36.0,2018-11-22,treatment_1,10,0,0,1,internode,0.0
36.0,2018-11-22,treatment_1,10,1,0,1,limb,1.68309911925
36.0,2018-11-22,treatment_1,10,1,0,1,sheath,0.0467047032063
36.0,2018-11-22,treatment_1,10,1,0,1,internode,0.0
36.0,2018-11-22,treatment_1,10,2,0,1,limb,1.68309911925
36.0,2018-11-22,treatment_1,10,2,0,1,sheath,0.0467047032063
36.0,2018-11-22,treatment_1,10,2,0,1,internode,0.0
36.0,2018-11-22,treatment_1,10,3,0,1,limb,1.68309911925
36.0,2018-11-22,treatment_1,10,3,0,1,sheath,0.0467047032063
36.0,2018-11-22,treatment_1,10,3,0,1,internode,0.0
40.0,2018-11-23,treatment_1,11,0,0,1,limb,2.58490771968
40.0,2018-11-23,treatment_1,11,0,0,1,sheath,0.0717291967435
40.0,2018-11-23,treatment_1,11,0,0,1,internode,0.0
40.0,2018-11-23,treatment_1,11,1,0,1,limb,2.58490771968
40.0,2018-11-23,treatment_1,11,1,0,1,sheath,0.0717291967435
40.0,2018-11-23,treatment_1,11,1,0,1,internode,0.0
40.0,2018-11-23,treatment_1,11,2,0,1,limb,2.58490771968
40.0,2018-11-23,treatment_1,11,2,0,1,sheath,0.0717291967435
40.0,2018-11-23,treatment_1,11,2,0,1,internode,0.0
40.0,2018-11-23,treatment_1,11,3,0,1,limb,2.58490771968
40.0,2018-11-23,treatment_1,11,3,0,1,sheath,0.0717291967435
40.0,2018-11-23,treatment_1,11,3,0,1,internode,0.0
44.0,2018-11-24,treatment_1,12,0,0,1,limb,3.78517590177
44.0,2018-11-24,treatment_1,12,0,0,1,sheath,0.105035713616
44.0,2018-11-24,treatment_1,12,0,0,1,internode,0.0
44.0,2018-11-24,treatment_1,12,1,0,1,limb,3.78517590177
44.0,2018-11-24,treatment_1,12,1,0,1,sheath,0.105035713616
44.0,2018-11-24,treatment_1,12,1,0,1,internode,0.0
44.0,2018-11-24,treatment_1,12,2,0,1,limb,3.78517590177
44.0,2018-11-24,treatment_1,12,2,0,1,sheath,0.105035713616
44.0,2018-11-24,treatment_1,12,2,0,1,internode,0.0
44.0,2018-11-24,treatment_1,12,3,0,1,limb,3.78517590177
44.0,2018-11-24,treatment_1,12,3,0,1,sheath,0.105035713616
44.0,2018-11-24,treatment_1,12,3,0,1,internode,0.0
48.0,2018-11-25,treatment_1,13,0,0,1,limb,5.32927064783
48.0,2018-11-25,treatment_1,13,0,0,1,sheath,0.147883152612
48.0,2018-11-25,treatment_1,13,0,0,1,internode,0.0
48.0,2018-11-25,treatment_1,13,0,0,2,limb,8.59017318025e-05
48.0,2018-11-25,treatment_1,13,0,0,2,sheath,2.38370684344e-06
48.0,2018-11-25,treatment_1,13,0,0,2,internode,0.0
48.0,2018-11-25,treatment_1,13,1,0,1,limb,5.32927064783
48.0,2018-11-25,treatment_1,13,1,0,1,sheath,0.147883152612
48.0,2018-11-25,treatment_1,13,1,0,1,internode,0.0
48.0,2018-11-25,treatment_1,13,1,0,2,limb,8.59017318025e-05
48.0,2018-11-25,treatment_1,13,1,0,2,sheath,2.38370684344e-06
48.0,2018-11-25,treatment_1,13,1,0,2,internode,0.0
48.0,2018-11-25,treatment_1,13,2,0,1,limb,5.32927064783
48.0,2018-11-25,treatment_1,13,2,0,1,sheath,0.147883152612
48.0,2018-11-25,treatment_1,13,2,0,1,internode,0.0
48.0,2018-11-25,treatment_1,13,2,0,2,limb,8.59017318025e-05
48.0,2018-11-25,treatment_1,13,2,0,2,sheath,2.38370684344e-06
48.0,2018-11-25,treatment_1,13,2,0,2,internode,0.0
48.0,2018-11-25,treatment_1,13,3,0,1,limb,5.32927064783
48.0,2018-11-25,treatment_1,13,3,0,1,sheath,0.147883152612
48.0,2018-11-25,treatment_1,13,3,0,1,internode,0.0
48.0,2018-11-25,treatment_1,13,3,0,2,limb,8.59017318025e-05
48.0,2018-11-25,treatment_1,13,3,0,2,sheath,2.38370684344e-06
48.0,2018-11-25,treatment_1,13,3,0,2,internode,0.0
52.0,2018-11-26,treatment_1,14,0,0,1,limb,9.02984494675
52.0,2018-11-26,treatment_1,14,0,0,1,sheath,0.25057123696
52.0,2018-11-26,treatment_1,14,0,0,1,internode,0.0
52.0,2018-11-26,treatment_1,14,0,0,2,limb,0.00285395455569
52.0,2018-11-26,treatment_1,14,0,0,2,sheath,7.91950390581e-05
52.0,2018-11-26,treatment_1,14,0,0,2,internode,0.0
52.0,2018-11-26,treatment_1,14,1,0,1,limb,8.46934897853
52.0,2018-11-26,treatment_1,14,1,0,1,sheath,0.235017905879
52.0,2018-11-26,treatment_1,14,1,0,1,internode,0.0
52.0,2018-11-26,treatment_1,14,1,0,2,limb,0.00285395455569
52.0,2018-11-26,treatment_1,14,1,0,2,sheath,7.91950390581e-05
52.0,2018-11-26,treatment_1,14,1,0,2,internode,0.0
52.0,2018-11-26,treatment_1,14,2,0,1,limb,8.74140412634
52.0,2018-11-26,treatment_1,14,2,0,1,sheath,0.242567226527
52.0,2018-11-26,treatment_1,14,2,0,1,internode,0.0
52.0,2018-11-26,treatment_1,14,2,0,2,limb,0.00285395455569
52.0,2018-11-26,treatment_1,14,2,0,2,sheath,7.91950390581e-05
52.0,2018-11-26,treatment_1,14,2,0,2,internode,0.0
52.0,2018-11-26,treatment_1,14,3,0,1,limb,8.74140412634
52.0,2018-11-26,treatment_1,14,3,0,1,sheath,0.242567226527
52.0,2018-11-26,treatment_1,14,3,0,1,internode,0.0
52.0,2018-11-26,treatment_1,14,3,0,2,limb,0.00285395455569
52.0,2018-11-26,treatment_1,14,3,0,2,sheath,7.91950390581e-05
52.0,2018-11-26,treatment_1,14,3,0,2,internode,0.0
56.0,2018-11-27,treatment_1,15,0,0,1,limb,12.6835212327
56.0,2018-11-27,treatment_1,15,0,0,1,sheath,0.351957937599
56.0,2018-11-27,treatment_1,15,0,0,1,internode,0.0
56.0,2018-11-27,treatment_1,15,0,0,2,limb,0.0182482336043
56.0,2018-11-27,treatment_1,15,0,0,2,sheath,0.000506374416564
56.0,2018-11-27,treatment_1,15,0,0,2,internode,0.0
56.0,2018-11-27,treatment_1,15,1,0,1,limb,11.6809109621
56.0,2018-11-27,treatment_1,15,1,0,1,sheath,0.324136275412
56.0,2018-11-27,treatment_1,15,1,0,1,internode,0.0
56.0,2018-11-27,treatment_1,15,1,0,2,limb,0.0182482336043
56.0,2018-11-27,treatment_1,15,1,0,2,sheath,0.000506374416564
56.0,2018-11-27,treatment_1,15,1,0,2,internode,0.0
56.0,2018-11-27,treatment_1,15,2,0,1,limb,12.158597024
56.0,2018-11-27,treatment_1,15,2,0,1,sheath,0.337391695425
56.0,2018-11-27,treatment_1,15,2,0,1,internode,0.0
56.0,2018-11-27,treatment_1,15,2,0,2,limb,0.0182482336043
56.0,2018-11-27,treatment_1,15,2,0,2,sheath,0.000506374416564
56.0,2018-11-27,treatment_1,15,2,0,2,internode,0.0
56.0,2018-11-27,treatment_1,15,3,0,1,limb,12.158597024
56.0,2018-11-27,treatment_1,15,3,0,1,sheath,0.337391695425
56.0,2018-11-27,treatment_1,15,3,0,1,internode,0.0
56.0,2018-11-27,treatment_1,15,3,0,2,limb,0.0182482336043
56.0,2018-11-27,treatment_1,15,3,0,2,sheath,0.000506374416564
56.0,2018-11-27,treatment_1,15,3,0,2,internode,0.0
60.0,2018-11-28,treatment_1,16,0,0,1,limb,17.3826474081
60.0,2018-11-28,treatment_1,16,0,0,1,sheath,0.482355066823
60.0,2018-11-28,treatment_1,16,0,0,1,internode,0.0
60.0,2018-11-28,treatment_1,16,0,0,2,limb,0.0645648741637
60.0,2018-11-28,treatment_1,16,0,0,2,sheath,0.00179162549067
60.0,2018-11-28,treatment_1,16,0,0,2,internode,0.0
60.0,2018-11-28,treatment_1,16,1,0,1,limb,15.7607657186
60.0,2018-11-28,treatment_1,16,1,0,1,sheath,0.437349100105
60.0,2018-11-28,treatment_1,16,1,0,1,internode,0.0
60.0,2018-11-28,treatment_1,16,1,0,2,limb,0.0645648741637
60.0,2018-11-28,treatment_1,16,1,0,2,sheath,0.00179162549067
60.0,2018-11-28,treatment_1,16,1,0,2,internode,0.0
60.0,2018-11-28,treatment_1,16,2,0,1,limb,16.5268895928
60.0,2018-11-28,treatment_1,16,2,0,1,sheath,0.458608447077
60.0,2018-11-28,treatment_1,16,2,0,1,internode,0.0
60.0,2018-11-28,treatment_1,16,2,0,2,limb,0.0645648741637
60.0,2018-11-28,treatment_1,16,2,0,2,sheath,0.00179162549067
60.0,2018-11-28,treatment_1,16,2,0,2,internode,0.0
60.0,2018-11-28,treatment_1,16,3,0,1,limb,16.5268895928
60.0,2018-11-28,treatment_1,16,3,0,1,sheath,0.458608447077
60.0,2018-11-28,treatment_1,16,3,0,1,internode,0.0
60.0,2018-11-28,treatment_1,16,3,0,2,limb,0.0645648741637
60.0,2018-11-28,treatment_1,16,3,0,2,sheath,0.00179162549067
60.0,2018-11-28,treatment_1,16,3,0,2,internode,0.0
64.0,2018-11-29,treatment_1,17,0,0,1,limb,23.1395619663
64.0,2018-11-29,treatment_1,17,0,0,1,sheath,0.642105008316
64.0,2018-11-29,treatment_1,17,0,0,1,internode,0.0
64.0,2018-11-29,treatment_1,17,0,0,2,limb,0.167849056888
64.0,2018-11-29,treatment_1,17,0,0,2,sheath,0.0046576819486
64.0,2018-11-29,treatment_1,17,0,0,2,internode,0.0
64.0,2018-11-29,treatment_1,17,1,0,1,limb,20.7490606656
64.0,2018-11-29,treatment_1,17,1,0,1,sheath,0.575770439847
64.0,2018-11-29,treatment_1,17,1,0,1,internode,0.0
64.0,2018-11-29,treatment_1,17,1,0,2,limb,0.167849056888
64.0,2018-11-29,treatment_1,17,1,0,2,sheath,0.0046576819486
64.0,2018-11-29,treatment_1,17,1,0,2,internode,0.0
64.0,2018-11-29,treatment_1,17,2,0,1,limb,21.8766918624
64.0,2018-11-29,treatment_1,17,2,0,1,sheath,0.607061336367
64.0,2018-11-29,treatment_1,17,2,0,1,internode,0.0
64.0,2018-11-29,treatment_1,17,2,0,2,limb,0.167849056888
64.0,2018-11-29,treatment_1,17,2,0,2,sheath,0.0046576819486
64.0,2018-11-29,treatment_1,17,2,0,2,internode,0.0
64.0,2018-11-29,treatment_1,17,3,0,1,limb,21.8766918624
64.0,2018-11-29,treatment_1,17,3,0,1,sheath,0.607061336367
64.0,2018-11-29,treatment_1,17,3,0,1,internode,0.0
64.0,2018-11-29,treatment_1,17,3,0,2,limb,0.167849056888
64.0,2018-11-29,treatment_1,17,3,0,2,sheath,0.0046576819486
64.0,2018-11-29,treatment_1,17,3,0,2,internode,0.0
68.0,2018-11-30,treatment_1,18,0,0,1,limb,29.8799113857
68.0,2018-11-30,treatment_1,18,0,0,1,sheath,0.829144509161
68.0,2018-11-30,treatment_1,18,0,0,1,internode,0.0
68.0,2018-11-30,treatment_1,18,0,0,2,limb,0.360924768208
68.0,2018-11-30,treatment_1,18,0,0,2,sheath,0.0100153841127
68.0,2018-11-30,treatment_1,18,0,0,2,internode,0.0
68.0,2018-11-30,treatment_1,18,1,0,1,limb,26.6394936818
68.0,2018-11-30,treatment_1,18,1,0,1,sheath,0.73922541563
68.0,2018-11-30,treatment_1,18,1,0,1,internode,0.0
68.0,2018-11-30,treatment_1,18,1,0,2,limb,0.360924768208
68.0,2018-11-30,treatment_1,18,1,0,2,sheath,0.0100153841127
68.0,2018-11-30,treatment_1,18,1,0,2,internode,0.0
68.0,2018-11-30,treatment_1,18,2,0,1,limb,28.1756677354
68.0,2018-11-30,treatment_1,18,2,0,1,sheath,0.781853061518
68.0,2018-11-30,treatment_1,18,2,0,1,internode,0.0
68.0,2018-11-30,treatment_1,18,2,0,2,limb,0.360924768208
68.0,2018-11-30,treatment_1,18,2,0,2,sheath,0.0100153841127
68.0,2018-11-30,treatment_1,18,2,0,2,internode,0.0
68.0,2018-11-30,treatment_1,18,3,0,1,limb,28.1756677354
68.0,2018-11-30,treatment_1,18,3,0,1,sheath,0.781853061518
68.0,2018-11-30,treatment_1,18,3,0,1,internode,0.0
68.0,2018-11-30,treatment_1,18,3,0,2,limb,0.360924768208
68.0,2018-11-30,treatment_1,18,3,0,2,sheath,0.0100153841127
68.0,2018-11-30,treatment_1,18,3,0,2,internode,0.0
72.0,2018-12-01,treatment_1,19,0,0,1,limb,37.4226009039
72.0,2018-12-01,treatment_1,19,0,0,1,sheath,1.0384483293
72.0,2018-12-01,treatment_1,19,0,0,1,internode,0.0
72.0,2018-12-01,treatment_1,19,0,0,2,limb,0.682217063333
72.0,2018-12-01,treatment_1,19,0,0,2,sheath,0.0189309976465
72.0,2018-12-01,treatment_1,19,0,0,2,internode,0.0
72.0,2018-12-01,treatment_1,19,1,0,1,limb,33.3686828425
72.0,2018-12-01,treatment_1,19,1,0,1,sheath,0.925955227902
72.0,2018-12-01,treatment_1,19,1,0,1,internode,0.0
72.0,2018-12-01,treatment_1,19,1,0,2,limb,0.682217063333
72.0,2018-12-01,treatment_1,19,1,0,2,sheath,0.0189309976465
72.0,2018-12-01,treatment_1,19,1,0,2,internode,0.0
72.0,2018-12-01,treatment_1,19,2,0,1,limb,35.3143137144
72.0,2018-12-01,treatment_1,19,2,0,1,sheath,0.97994498488
72.0,2018-12-01,treatment_1,19,2,0,1,internode,0.0
72.0,2018-12-01,treatment_1,19,2,0,2,limb,0.682217063333
72.0,2018-12-01,treatment_1,19,2,0,2,sheath,0.0189309976465
72.0,2018-12-01,treatment_1,19,2,0,2,internode,0.0
72.0,2018-12-01,treatment_1,19,3,0,1,limb,35.3143137144
72.0,2018-12-01,treatment_1,19,3,0,1,sheath,0.97994498488
72.0,2018-12-01,treatment_1,19,3,0,1,internode,0.0
72.0,2018-12-01,treatment_1,19,3,0,2,limb,0.682217063333
72.0,2018-12-01,treatment_1,19,3,0,2,sheath,0.0189309976465
72.0,2018-12-01,treatment_1,19,3,0,2,internode,0.0
76.0,2018-12-02,treatment_1,20,0,0,1,limb,45.325198013
76.0,2018-12-02,treatment_1,20,0,0,1,sheath,1.25773930766
76.0,2018-12-02,treatment_1,20,0,0,1,internode,0.0
76.0,2018-12-02,treatment_1,20,0,0,2,limb,1.15714106489
76.0,2018-12-02,treatment_1,20,0,0,2,sheath,0.0321097726126
76.0,2018-12-02,treatment_1,20,0,0,2,internode,0.0
76.0,2018-12-02,treatment_1,20,1,0,1,limb,40.8053103211
76.0,2018-12-02,treatment_1,20,1,0,1,sheath,1.13231590819
76.0,2018-12-02,treatment_1,20,1,0,1,internode,0.0
76.0,2018-12-02,treatment_1,20,1,0,2,limb,1.1744311619
76.0,2018-12-02,treatment_1,20,1,0,2,sheath,0.0325895594773
76.0,2018-12-02,treatment_1,20,1,0,2,internode,0.0
76.0,2018-12-02,treatment_1,20,2,0,1,limb,43.0723754132
76.0,2018-12-02,treatment_1,20,2,0,1,sheath,1.19522521702
76.0,2018-12-02,treatment_1,20,2,0,1,internode,0.0
76.0,2018-12-02,treatment_1,20,2,0,2,limb,1.17398211465
76.0,2018-12-02,treatment_1,20,2,0,2,sheath,0.0325770987623
76.0,2018-12-02,treatment_1,20,2,0,2,internode,0.0
76.0,2018-12-02,treatment_1,20,3,0,1,limb,43.0723754132
76.0,2018-12-02,treatment_1,20,3,0,1,sheath,1.19522521702
76.0,2018-12-02,treatment_1,20,3,0,1,internode,0.0
76.0,2018-12-02,treatment_1,20,3,0,2,limb,1.17398211465
76.0,2018-12-02,treatment_1,20,3,0,2,sheath,0.0325770987623
76.0,2018-12-02,treatment_1,20,3,0,2,internode,0.0
80.0,2018-12-03,treatment_1,21,0,0,1,limb,52.639898013
80.0,2018-12-03,treatment_1,21,0,0,1,sheath,1.52303930766
80.0,2018-12-03,treatment_1,21,0,0,1,internode,0.0
80.0,2018-12-03,treatment_1,21,0,0,2,limb,1.79932106489
80.0,2018-12-03,treatment_1,21,0,0,2,sheath,0.0499297726126
80.0,2018-12-03,treatment_1,21,0,0,2,internode,0.0
80.0,2018-12-03,treatment_1,21,1,0,1,limb,48.4102487594
80.0,2018-12-03,treatment_1,21,1,0,1,sheath,1.34334708788
80.0,2018-12-03,treatment_1,21,1,0,1,internode,0.0
80.0,2018-12-03,treatment_1,21,1,0,2,limb,1.8403135138
80.0,2018-12-03,treatment_1,21,1,0,2,sheath,0.0510672814725
80.0,2018-12-03,treatment_1,21,1,0,2,internode,0.0
80.0,2018-12-03,treatment_1,21,2,0,1,limb,50.5592054132
80.0,2018-12-03,treatment_1,21,2,0,1,sheath,1.41839521702
80.0,2018-12-03,treatment_1,21,2,0,1,internode,0.0
80.0,2018-12-03,treatment_1,21,2,0,2,limb,1.83562211465
80.0,2018-12-03,treatment_1,21,2,0,2,sheath,0.0509370987623
80.0,2018-12-03,treatment_1,21,2,0,2,internode,0.0
80.0,2018-12-03,treatment_1,21,3,0,1,limb,50.5592054132
80.0,2018-12-03,treatment_1,21,3,0,1,sheath,1.41839521702
80.0,2018-12-03,treatment_1,21,3,0,1,internode,0.0
80.0,2018-12-03,treatment_1,21,3,0,2,limb,1.83562211465
80.0,2018-12-03,treatment_1,21,3,0,2,sheath,0.0509370987623
80.0,2018-12-03,treatment_1,21,3,0,2,internode,0.0
84.0,2018-12-04,treatment_1,22,0,0,1,limb,59.385248013
84.0,2018-12-04,treatment_1,22,0,0,1,sheath,1.76768930766
84.0,2018-12-04,treatment_1,22,0,0,1,internode,0.0
84.0,2018-12-04,treatment_1,22,0,0,2,limb,2.67502106489
84.0,2018-12-04,treatment_1,22,0,0,2,sheath,0.0742297726126
84.0,2018-12-04,treatment_1,22,0,0,2,internode,0.0
84.0,2018-12-04,treatment_1,22,1,0,1,limb,55.4360187594
84.0,2018-12-04,treatment_1,22,1,0,1,sheath,1.56757708788
84.0,2018-12-04,treatment_1,22,1,0,1,internode,0.0
84.0,2018-12-04,treatment_1,22,1,0,2,limb,2.6770935138
84.0,2018-12-04,treatment_1,22,1,0,2,sheath,0.0742872814725
84.0,2018-12-04,treatment_1,22,1,0,2,internode,0.0
84.0,2018-12-04,treatment_1,22,2,0,1,limb,57.4396554132
84.0,2018-12-04,treatment_1,22,2,0,1,sheath,1.66794521702
84.0,2018-12-04,treatment_1,22,2,0,1,internode,0.0
84.0,2018-12-04,treatment_1,22,2,0,2,limb,2.67240211465
84.0,2018-12-04,treatment_1,22,2,0,2,sheath,0.0741570987623
84.0,2018-12-04,treatment_1,22,2,0,2,internode,0.0
84.0,2018-12-04,treatment_1,22,3,0,1,limb,57.4396554132
84.0,2018-12-04,treatment_1,22,3,0,1,sheath,1.66794521702
84.0,2018-12-04,treatment_1,22,3,0,1,internode,0.0
84.0,2018-12-04,treatment_1,22,3,0,2,limb,2.67240211465
84.0,2018-12-04,treatment_1,22,3,0,2,sheath,0.0741570987623
84.0,2018-12-04,treatment_1,22,3,0,2,internode,0.0
88.0,2018-12-05,treatment_1,23,0,0,1,limb,59.385248013
88.0,2018-12-05,treatment_1,23,0,0,1,sheath,7.9209952636
88.0,2018-12-05,treatment_1,23,0,0,1,internode,0.0
88.0,2018-12-05,treatment_1,23,0,0,2,limb,3.94146520384
88.0,2018-12-05,treatment_1,23,0,0,2,sheath,0.109372621278
88.0,2018-12-05,treatment_1,23,0,0,2,internode,0.0
88.0,2018-12-05,treatment_1,23,1,0,1,limb,61.9304687594
88.0,2018-12-05,treatment_1,23,1,0,1,sheath,1.80312708788
88.0,2018-12-05,treatment_1,23,1,0,1,internode,0.0
88.0,2018-12-05,treatment_1,23,1,0,2,limb,3.7279335138
88.0,2018-12-05,treatment_1,23,1,0,2,sheath,0.103447281472
88.0,2018-12-05,treatment_1,23,1,0,2,internode,0.0
88.0,2018-12-05,treatment_1,23,2,0,1,limb,63.7990054132
88.0,2018-12-05,treatment_1,23,2,0,1,sheath,1.89859521702
88.0,2018-12-05,treatment_1,23,2,0,1,internode,0.0
88.0,2018-12-05,treatment_1,23,2,0,2,limb,3.79135211465
